Datafile,Gene,chr,No,Region,Ingroup,Outgroup,n,Sites,NetSites,S,Eta,Hap,Hd,VarHd,Pi,VarPi,AvNumDif,ThetaNuc,ThetaG,ZnS,G+Cn,G+Gc,G+Ctot,TajimaD,SigD,FuLiD*,SigD,FuLiF*,SigF,FuFs
evm.TU.Chr7.351,rna-CPHLJ_7g2015,Chr7,2943,        1-552,23,0,23,552,552,1,1,2,0.237,0.01098,0.00043,n.d.,0.2372,0.000491,0.2709,n.a.,0.3639,0,0.3639,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr7.352,rna-CPHLJ_7g2010,Chr7,2942,       1-1998,23,0,23,1998,1998,4,4,5,0.731,0.00571,0.00057,n.d.,1.1383,0.000542,1.0838,0.0882,0.364,0,0.364,0.1395,n.s.,1.0898,n.s.,0.9492,n.s.,-0.604
evm.TU.Chr7.353,rna-CPHLJ_7g2000,Chr7,2941,       1-2499,23,0,23,2499,2499,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3393,0,0.3393,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.354,rna-CPHLJ_7g1990,Chr7,2940,        1-827,23,0,23,827,827,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.341,0,0.341,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.355,rna-CPHLJ_7g1980,Chr7,2939,       1-1494,23,0,23,1494,1494,1,1,2,0.443,0.00635,0.000296,n.d.,0.4427,0.000181,0.2709,n.a.,0.3958,0,0.3958,1.0837,n.s.,0.6287,n.s.,0.8612,n.s.,1.253
evm.TU.Chr7.356,rna-CPHLJ_7g1970,Chr7,2938,       1-1482,23,0,23,1482,1482,2,2,3,0.569,0.00728,0.000432,n.d.,0.6403,0.000366,0.5419,n.a.,0.3688,0,0.3688,0.4052,n.s.,0.8437,n.s.,0.8322,n.s.,0.372
evm.TU.Chr7.357,rna-CPHLJ_7g1960,Chr7,2937,       1-1542,23,0,23,1542,1542,1,1,2,0.3,0.01095,0.000195,n.d.,0.3004,0.000176,0.2709,n.a.,0.406,0,0.406,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.358,rna-CPHLJ_7g1940,Chr7,2936,       1-1755,23,0,23,1755,1755,3,3,5,0.704,0.00398,0.000541,n.d.,0.9486,0.000463,0.8128,0.0715,0.3518,0,0.3518,0.4259,n.s.,0.9855,n.s.,0.9566,n.s.,-1.074
evm.TU.Chr7.359,rna-CPHLJ_7g1930,Chr7,2935,       1-3330,23,0,23,3330,3330,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3604,0,0.3604,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.360,rna-CPHLJ_7g1920,Chr7,2934,        1-589,23,0,23,589,589,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3107,0,0.3107,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.361,rna-CPHLJ_7g1910,Chr7,2933,       1-2823,23,0,23,2823,2823,1,1,2,0.403,0.00826,0.000143,n.d.,0.4032,0.000096,0.2709,n.a.,0.3527,0,0.3527,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.362,rna-CPHLJ_7g1900,Chr7,2932,       1-1668,23,0,23,1668,1668,4,4,4,0.775,0.00107,0.000972,n.d.,1.6206,0.00065,1.0838,0.2129,0.3498,0,0.3498,1.372,n.s.,1.0898,n.s.,1.3513,n.s.,1.38
evm.TU.Chr7.363,rna-CPHLJ_7g1890,Chr7,2931,       1-2484,23,0,23,2484,2484,6,6,4,0.743,0.00165,0.000894,n.d.,2.2213,0.000654,1.6257,0.4529,0.3817,0,0.3817,1.1213,n.s.,1.2361,n.s.,1.3942,n.s.,2.366
evm.TU.Chr7.364,rna-CPHLJ_7g1880,Chr7,2930,        1-399,23,0,23,399,399,1,1,2,0.356,0.00991,0.000892,n.d.,0.3557,0.000679,0.2709,n.a.,0.389,0,0.389,0.535,n.s.,0.6287,n.s.,0.692,n.s.,0.879
evm.TU.Chr7.365,rna-CPHLJ_7g1860,Chr7,2929,        1-627,23,0,23,627,627,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3317,0,0.3317,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.366,rna-CPHLJ_7g1850,Chr7,2928,       1-4020,23,0,23,4020,4020,2,2,3,0.664,0.00287,0.000201,n.d.,0.8063,0.000135,0.5419,n.a.,0.3627,0,0.3627,1.0887,n.s.,0.8437,n.s.,1.0479,n.s.,0.861
evm.TU.Chr7.367,#N/A,Chr7,2927,       1-2127,23,0,23,2127,2127,1,1,2,0.237,0.01098,0.000111,n.d.,0.2372,0.000127,0.2709,n.a.,0.3554,0,0.3554,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr7.368,rna-CPHLJ_7g1830,Chr7,2926,       1-1884,23,0,23,1884,1884,3,3,3,0.522,0.00843,0.000516,n.d.,0.9723,0.000431,0.8128,0.3557,0.378,0,0.378,0.5003,n.s.,0.9855,n.s.,0.9805,n.s.,1.294
evm.TU.Chr7.369,rna-CPHLJ_7g1820,Chr7,2925,        1-627,23,0,23,627,627,1,1,2,0.498,0.00285,0.000794,n.d.,0.498,0.000432,0.2709,n.a.,0.3834,0,0.3834,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.370,rna-CPHLJ_7g1810,Chr7,2924,       1-2034,23,0,23,2034,2034,4,4,6,0.708,0.0043,0.000851,n.d.,1.7312,0.000533,1.0838,0.392,0.3722,0,0.3722,1.6549,n.s.,1.0898,n.s.,1.4436,#   ,-0.44
evm.TU.Chr7.371,rna-CPHLJ_7g1800,Chr7,2923,       1-4158,23,0,23,4158,4158,7,7,9,0.862,0.00198,0.000669,n.d.,2.7826,0.000456,1.8966,0.2526,0.3782,0,0.3782,1.4768,n.s.,1.2901,#   ,1.5594,#   ,-1.61
evm.TU.Chr7.372,rna-CPHLJ_7g1795,Chr7,2922,        1-818,23,0,23,818,818,1,1,2,0.403,0.00826,0.000493,n.d.,0.4032,0.000331,0.2709,n.a.,0.3512,0,0.3512,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.373,rna-CPHLJ_7g1790,Chr7,2921,       1-2856,23,0,23,2856,2856,2,2,3,0.66,0.00291,0.000338,n.d.,0.9644,0.00019,0.5419,n.a.,0.349,0,0.349,1.7396,#   ,0.8437,n.s.,1.2534,n.s.,1.274
evm.TU.Chr7.374,rna-CPHLJ_7g1780,Chr7,2920,       1-3726,23,0,23,3726,3726,4,4,4,0.66,0.00389,0.000335,n.d.,1.249,0.000291,1.0838,0.4495,0.4283,0,0.4283,0.4224,n.s.,1.0898,n.s.,1.0415,n.s.,0.682
evm.TU.Chr7.375,rna-CPHLJ_7g1770,Chr7,2919,        1-327,23,0,23,327,327,1,1,2,0.514,0.00168,0.001571,n.d.,0.5138,0.000829,0.2709,n.a.,0.4146,0,0.4146,1.5327,n.s.,0.6287,n.s.,0.9996,n.s.,1.53
evm.TU.Chr7.376,rna-CPHLJ_7g1760,Chr7,2918,       1-3807,23,0,23,3807,3807,3,3,4,0.64,0.00342,0.000407,n.d.,1.5494,0.000214,0.8128,0.712,0.3616,0,0.3616,2.3103,*   ,0.9855,n.s.,1.5624,#   ,1.254
evm.TU.Chr7.377,rna-CPHLJ_7g1750,Chr7,2917,       1-1200,23,0,23,1200,1200,2,2,3,0.466,0.0089,0.000705,n.d.,0.8458,0.000452,0.5419,n.a.,0.3595,0,0.3595,1.2514,n.s.,0.8437,n.s.,1.0993,n.s.,0.968
evm.TU.Chr7.378,rna-CPHLJ_7g1740,Chr7,2916,       1-1350,23,0,23,1350,1350,1,1,2,0.403,0.00826,0.000299,n.d.,0.4032,0.000201,0.2709,n.a.,0.3595,0,0.3595,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.379,rna-CPHLJ_7g1730,Chr7,2915,       1-4677,23,0,23,4677,4677,1,1,2,0.3,0.01095,0.000064,n.d.,0.3004,0.000058,0.2709,n.a.,0.3538,0,0.3538,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.380,rna-CPHLJ_7g1720,Chr7,2914,       1-1384,23,0,23,1384,1384,1,1,2,0.403,0.00826,0.000291,n.d.,0.4032,0.000196,0.2709,n.a.,0.3085,0,0.3085,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.381,rna-CPHLJ_7g1715,Chr7,2913,        1-418,23,0,23,418,418,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.378,0,0.378,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.382,rna-CPHLJ_7g1710,Chr7,2912,       1-2313,23,0,23,2313,2313,1,1,2,0.237,0.01098,0.000103,n.d.,0.2372,0.000117,0.2709,n.a.,0.412,0,0.412,-0.2132,n.s.,0.6287,n.s.,0.4613,n.s.,0.266
evm.TU.Chr7.383,rna-CPHLJ_7g1700,Chr7,2911,        1-396,23,0,23,396,396,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.4242,0,0.4242,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.384,rna-CPHLJ_7g1695,Chr7,2910,        1-634,23,0,23,634,634,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3155,0,0.3155,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.385,#N/A,Chr7,2909,       1-1029,23,0,23,1029,1029,3,3,4,0.625,0.00718,0.000784,n.d.,0.8063,0.00079,0.8128,0.0795,0.393,0,0.393,-0.0204,n.s.,0.9855,n.s.,0.8131,n.s.,-0.36
evm.TU.Chr7.386,rna-CPHLJ_7g1680,Chr7,2908,        1-898,23,0,23,898,898,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3786,0,0.3786,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.387,rna-CPHLJ_7g1670,Chr7,2907,       1-3701,23,0,23,3701,3701,4,4,6,0.818,0.00133,0.000476,n.d.,1.7628,0.000293,1.0838,0.1988,0.3771,0,0.3771,1.7357,#   ,1.0898,n.s.,1.4699,#   ,-0.388
evm.TU.Chr7.388,rna-CPHLJ_7g1660,Chr7,2906,        1-949,23,0,23,949,949,1,1,2,0.498,0.00285,0.000525,n.d.,0.498,0.000286,0.2709,n.a.,0.3703,0,0.3703,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.389,rna-CPHLJ_7g1655,Chr7,2905,        1-276,23,0,23,276,276,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3732,0,0.3732,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.390,rna-CPHLJ_7g1650,Chr7,2904,       1-1005,23,0,23,1005,1005,1,1,2,0.166,0.00952,0.000165,n.d.,0.166,0.00027,0.2709,n.a.,0.3502,0,0.3502,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.391,rna-CPHLJ_7g1640,Chr7,2903,       1-1506,23,0,23,1506,1506,1,1,2,0.403,0.00826,0.000268,n.d.,0.4032,0.00018,0.2709,n.a.,0.3996,0,0.3996,0.8343,n.s.,0.6287,n.s.,0.7843,n.s.,1.088
evm.TU.Chr7.392,rna-CPHLJ_7g1630,Chr7,2902,       1-2247,23,0,23,2247,2247,2,2,4,0.644,0.00807,0.000376,n.d.,0.8458,0.000241,0.5419,n.a.,0.3477,0,0.3477,1.2514,n.s.,0.8437,n.s.,1.0993,n.s.,-0.251
evm.TU.Chr7.393,rna-CPHLJ_7g1620,Chr7,2901,        1-450,23,0,23,450,450,2,2,3,0.316,0.01386,0.000738,n.d.,0.332,0.001204,0.5419,n.a.,0.3552,0,0.3552,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,-0.872
evm.TU.Chr7.394,rna-CPHLJ_7g1610,Chr7,2900,       1-3012,23,0,23,3012,3012,5,5,5,0.775,0.00238,0.000522,n.d.,1.5731,0.00045,1.3547,0.2154,0.3418,0,0.3418,0.473,n.s.,1.1708,n.s.,1.1246,n.s.,0.243
evm.TU.Chr7.395,rna-CPHLJ_7g1600,Chr7,2899,        1-663,23,0,23,663,663,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.371,0,0.371,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.396,rna-CPHLJ_7g1590,Chr7,2898,        1-669,23,0,23,669,669,2,2,3,0.593,0.00349,0.000993,n.d.,0.664,0.00081,0.5419,n.a.,0.3559,0,0.3559,0.5029,n.s.,0.8437,n.s.,0.863,n.s.,0.447
evm.TU.Chr7.397,rna-CPHLJ_7g1585,Chr7,2897,       1-4538,23,0,23,4538,4538,13,13,9,0.862,0.00198,0.001035,n.d.,4.6957,0.000776,3.5223,0.2542,0.3376,0,0.3376,1.1674,n.s.,1.4867,*   ,1.621,*   ,0.169
evm.TU.Chr7.398,rna-CPHLJ_7g1580,Chr7,2896,       1-2643,23,0,23,2643,2643,8,8,7,0.751,0.00464,0.00105,n.d.,2.7747,0.00082,2.1675,0.2784,0.3646,0,0.3646,0.9087,n.s.,1.3355,#   ,1.4063,n.s.,0.075
evm.TU.Chr7.399,rna-CPHLJ_7g1575,Chr7,2895,        1-552,23,0,23,552,552,2,2,3,0.609,0.00578,0.001475,n.d.,0.8142,0.000982,0.5419,n.a.,0.3664,0,0.3664,1.1213,n.s.,0.8437,n.s.,1.0582,n.s.,0.883
evm.TU.Chr7.400,rna-CPHLJ_7g1570,Chr7,2894,        1-411,23,0,23,411,411,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.3236,0,0.3236,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.401,rna-CPHLJ_7g1560,Chr7,2893,        1-879,23,0,23,879,879,3,3,3,0.68,0.00187,0.001421,n.d.,1.249,0.000925,0.8128,0.4363,0.3134,0,0.3134,1.3681,n.s.,0.9855,n.s.,1.2595,n.s.,1.94
evm.TU.Chr7.402,rna-CPHLJ_7g1550,Chr7,2892,       1-3156,23,0,23,3156,3156,2,2,3,0.316,0.01386,0.000105,n.d.,0.332,0.000172,0.5419,n.a.,0.3536,0,0.3536,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,-0.872
evm.TU.Chr7.403,rna-CPHLJ_7g1540,Chr7,2891,       1-2302,23,0,23,2302,2302,2,2,3,0.628,0.00301,0.000319,n.d.,0.7352,0.000235,0.5419,n.a.,0.3616,0,0.3616,0.7958,n.s.,0.8437,n.s.,0.9555,n.s.,0.66
evm.TU.Chr7.404,rna-CPHLJ_7g1530,Chr7,2890,       1-1107,23,0,23,1107,1107,0,0,1,0,0,0,n.d.,0,n.a.,n.a.,n.a.,0.365,0,0.365,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
evm.TU.Chr7.405,rna-CPHLJ_7g1520,Chr7,2889,       1-3735,23,0,23,3735,3735,6,6,5,0.771,0.00304,0.000654,n.d.,2.4427,0.000435,1.6257,0.4296,0.3285,0,0.3285,1.538,n.s.,1.2361,n.s.,1.5331,#   ,1.525
evm.TU.Chr7.406,0,Chr7,2888,        1-246,23,0,23,246,246,1,1,2,0.474,0.00447,0.001928,n.d.,0.4743,0.001101,0.2709,n.a.,0.3063,0,0.3063,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr7.407,rna-CPHLJ_7g1500,Chr7,2887,        1-717,23,0,23,717,717,4,4,5,0.7,0.00472,0.002635,n.d.,1.8893,0.001512,1.0838,0.539,0.3221,0,0.3221,2.059,*   ,1.0898,n.s.,1.5754,#   ,0.749
evm.TU.Chr7.408,rna-CPHLJ_7g1490,Chr7,2886,       1-1785,23,0,23,1785,1785,2,2,2,0.166,0.00952,0.000186,n.d.,0.332,0.000304,0.5419,n.a.,0.3513,0,0.3513,-0.864,n.s.,0.8437,n.s.,0.4315,n.s.,0.768
evm.TU.Chr7.409,rna-CPHLJ_7g1480,Chr7,2885,       1-2178,23,0,23,2178,2178,3,3,2,0.166,0.00952,0.000229,n.d.,0.498,0.000373,0.8128,1,0.3376,0,0.3376,-0.9874,n.s.,0.9855,n.s.,0.5022,n.s.,1.47
evm.TU.Chr7.410,rna-CPHLJ_7g1470,Chr7,2884,       1-1625,23,0,23,1625,1625,5,5,6,0.802,0.00252,0.001197,n.d.,1.9447,0.000834,1.3547,0.2382,0.3927,0,0.3927,1.2775,n.s.,1.1708,n.s.,1.3902,n.s.,-0.109
evm.TU.Chr7.411,rna-CPHLJ_7g1450,Chr7,2883,       1-1302,23,0,23,1302,1302,2,2,3,0.553,0.00643,0.00051,n.d.,0.664,0.000416,0.5419,n.a.,0.3185,0,0.3185,0.5029,n.s.,0.8437,n.s.,0.863,n.s.,0.447
evm.TU.Chr7.412,rna-CPHLJ_7g1400,Chr7,2882,       1-2154,23,0,23,2154,2154,1,1,2,0.166,0.00952,0.000077,n.d.,0.166,0.000126,0.2709,n.a.,0.3482,0,0.3482,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.413,rna-CPHLJ_7g1410,Chr7,2881,       1-1872,23,0,23,1872,1872,3,3,4,0.727,0.00329,0.00065,n.d.,1.2174,0.000434,0.8128,0.1692,0.3507,0,0.3507,1.2689,n.s.,0.9855,n.s.,1.2276,n.s.,0.618
evm.TU.Chr7.414,rna-CPHLJ_7g1420,Chr7,2880,        1-378,23,0,23,378,378,1,1,2,0.3,0.01095,0.000795,n.d.,0.3004,0.000717,0.2709,n.a.,0.3285,0,0.3285,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.415,rna-CPHLJ_7g1430,Chr7,2879,       1-1404,23,0,23,1404,1404,2,2,3,0.49,0.01127,0.000484,n.d.,0.6798,0.000386,0.5419,n.a.,0.3104,0,0.3104,0.568,n.s.,0.8437,n.s.,0.8835,n.s.,0.496
evm.TU.Chr7.416,rna-CPHLJ_7g1440,Chr7,2878,       1-2241,23,0,23,2241,2241,4,4,5,0.708,0.00512,0.000695,n.d.,1.5573,0.000484,1.0838,0.3612,0.3428,0,0.3428,1.2104,n.s.,1.0898,n.s.,1.2985,n.s.,0.216
evm.TU.Chr7.417,rna-CPHLJ_7g1390,Chr7,2877,        1-972,23,0,23,972,972,4,4,6,0.822,0.00192,0.001529,n.d.,1.4862,0.001115,1.0838,0.0857,0.3188,0,0.3188,1.0285,n.s.,1.0898,n.s.,1.2392,n.s.,-0.872
evm.TU.Chr7.418,rna-CPHLJ_7g1380,Chr7,2876,        1-759,23,0,23,759,759,4,4,6,0.569,0.01309,0.001323,n.d.,1.004,0.001428,1.0838,0.2448,0.3691,0,0.3691,-0.204,n.s.,1.0898,n.s.,0.8371,n.s.,-2.021
evm.TU.Chr7.419,rna-CPHLJ_7g1370,Chr7,2875,        1-558,23,0,23,558,558,1,1,2,0.166,0.00952,0.000298,n.d.,0.166,0.000486,0.2709,n.a.,0.3816,0,0.3816,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
evm.TU.Chr7.420,rna-CPHLJ_7g1360,Chr7,2874,       1-3072,23,0,23,3072,3072,3,3,3,0.482,0.0105,0.000224,n.d.,0.6877,0.000265,0.8128,0.351,0.3222,0,0.3222,-0.3923,n.s.,0.9855,n.s.,0.6935,n.s.,0.52
evm.TU.Chr7.421,rna-CPHLJ_7g1350,Chr7,2873,       1-1089,23,0,23,1089,1089,2,2,3,0.522,0.00843,0.000806,n.d.,0.8775,0.000498,0.5419,n.a.,0.358,0,0.358,1.3816,n.s.,0.8437,n.s.,1.1404,n.s.,1.052
evm.TU.Chr7.422,rna-CPHLJ_7g1340,Chr7,2872,       1-3186,23,0,23,3186,3186,2,2,3,0.632,0.00416,0.000233,n.d.,0.7431,0.00017,0.5419,n.a.,0.3713,0,0.3713,0.8283,n.s.,0.8437,n.s.,0.9657,n.s.,0.683
evm.TU.Chr7.423,rna-CPHLJ_7g1330,Chr7,2871,       1-2091,23,0,23,2091,2091,3,3,4,0.664,0.00582,0.000386,n.d.,0.8063,0.000389,0.8128,0.0336,0.3476,0,0.3476,-0.0204,n.s.,0.9855,n.s.,0.8131,n.s.,-0.36
evm.TU.Chr7.424,rna-CPHLJ_7g1320,Chr7,2870,       1-1494,23,0,23,1494,1494,1,1,2,0.474,0.00447,0.000317,n.d.,0.4743,0.000181,0.2709,n.a.,0.3445,0,0.3445,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr7.425,#N/A,Chr7,2869,       1-1770,23,0,23,1770,1770,3,3,3,0.64,0.00424,0.00063,n.d.,1.1146,0.000459,0.8128,0.3987,0.3705,0,0.3705,0.9466,n.s.,0.9855,n.s.,1.124,n.s.,1.635
evm.TU.Chr7.426,rna-CPHLJ_7g1300,Chr7,2868,       1-4383,23,0,23,4383,4383,12,12,12,0.893,0.00195,0.001028,n.d.,4.5059,0.000742,3.2513,0.1921,0.3312,0,0.3312,1.3374,n.s.,1.4636,*   ,1.6604,*   ,-2.418
evm.TU.Chr7.427,rna-CPHLJ_7g1290,Chr7,2867,       1-1779,23,0,23,1779,1779,3,3,3,0.664,0.00287,0.00068,n.d.,1.2095,0.000457,0.8128,0.4164,0.3349,0,0.3349,1.2441,n.s.,0.9855,n.s.,1.2197,n.s.,1.852
evm.TU.Chr7.428,0,Chr7,2866,        1-651,23,0,23,651,651,21,21,11,0.885,0.00185,0.009969,n.d.,6.4901,0.00874,5.6898,0.253,0.3927,0,0.3927,0.52,n.s.,1.6086,**  ,1.4931,#   ,-0.223
evm.TU.Chr7.429,rna-CPHLJ_7g1270,Chr7,2865,      1-12060,23,0,23,12060,12060,39,39,13,0.909,0.00179,0.001462,n.d.,17.6364,0.000876,10.5668,0.3258,0.3391,0,0.3391,2.5856,**  ,1.7227,**  ,2.328,**  ,1.976
evm.TU.Chr7.430,#N/A,Chr7,2864,       1-2754,23,0,23,2754,2754,1,1,2,0.3,0.01095,0.000109,n.d.,0.3004,0.000098,0.2709,n.a.,0.3537,0,0.3537,0.1858,n.s.,0.6287,n.s.,0.5844,n.s.,0.612
evm.TU.Chr7.431,rna-CPHLJ_7g1240,Chr7,2863,       1-1406,23,0,23,1406,1406,9,9,5,0.735,0.00379,0.002249,n.d.,3.1621,0.001734,2.4385,0.3136,0.3273,0,0.3273,0.9831,n.s.,1.3744,*   ,1.4639,#   ,2.425
evm.TU.Chr7.432,rna-CPHLJ_7g1230,Chr7,2862,       1-1353,23,0,23,1353,1353,1,1,2,0.498,0.00285,0.000368,n.d.,0.498,0.0002,0.2709,n.a.,0.3543,0,0.3543,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.433,rna-CPHLJ_7g1220,Chr7,2861,       1-1962,23,0,23,1962,1962,17,17,5,0.609,0.01053,0.002917,n.d.,5.7233,0.002348,4.606,0.3911,0.3281,0,0.3281,0.878,n.s.,1.5586,**  ,1.5792,#   ,5.242
evm.TU.Chr7.434,0,Chr7,2860,        1-606,23,0,23,606,606,15,15,6,0.83,0.00136,0.011114,n.d.,6.7352,0.006707,4.0641,0.4434,0.3447,0,0.3447,2.3451,*   ,1.5262,**  ,2.0652,**  ,4.684
evm.TU.Chr7.435,rna-CPHLJ_7g1200,Chr7,2859,       1-3060,23,0,23,3060,3060,3,3,3,0.522,0.00843,0.000341,n.d.,1.0435,0.000266,0.8128,0.2913,0.3027,0,0.3027,0.7234,n.s.,0.9855,n.s.,1.0523,n.s.,1.467
evm.TU.Chr7.436,rna-CPHLJ_7g1190,Chr7,2858,       1-2511,23,0,23,2511,2511,1,1,2,0.522,0.00107,0.000208,n.d.,0.5217,0.000108,0.2709,n.a.,0.3188,0,0.3188,1.5826,n.s.,0.6287,n.s.,1.0149,n.s.,1.559
evm.TU.Chr7.437,rna-CPHLJ_7g1180,Chr7,2857,        1-690,23,0,23,690,690,4,4,5,0.775,0.00238,0.001799,n.d.,1.2411,0.001571,1.0838,0.132,0.354,0,0.354,0.4022,n.s.,1.0898,n.s.,1.0349,n.s.,-0.381
evm.TU.Chr7.438,rna-CPHLJ_7g1170,Chr7,2856,       1-3474,23,0,23,3474,3474,10,10,8,0.85,0.00181,0.000906,n.d.,3.1462,0.00078,2.7094,0.1495,0.3462,0,0.3462,0.5436,n.s.,1.4081,*   ,1.3413,n.s.,-0.356
evm.TU.Chr7.439,rna-CPHLJ_7g1160,Chr7,2855,       1-4449,23,0,23,4449,4449,12,12,10,0.866,0.0021,0.000997,n.d.,4.4348,0.000731,3.2513,0.2062,0.3217,0,0.3217,1.2616,n.s.,1.4636,*   ,1.6341,*   ,-0.796
evm.TU.Chr7.440,rna-CPHLJ_7g1150,Chr7,2854,       1-3999,23,0,23,3999,3998,11,11,10,0.881,0.00174,0.001004,n.d.,4.0158,0.000745,2.9804,0.137,0.2989,0,0.2989,1.1889,n.s.,1.4375,*   ,1.5872,#   ,-1.145
evm.TU.Chr7.441,#N/A,Chr7,2853,        1-666,23,0,23,666,664,1,1,2,0.474,0.00447,0.000714,n.d.,0.4743,0.000408,0.2709,n.a.,0.2615,0,0.2615,1.2833,n.s.,0.6287,n.s.,0.9227,n.s.,1.378
evm.TU.Chr7.442,#N/A,Chr7,2852,       1-2505,23,0,23,2505,2504,3,3,6,0.818,0.00182,0.000492,n.d.,1.2332,0.000325,0.8128,0.0462,0.2734,0,0.2734,1.3185,n.s.,0.9855,n.s.,1.2436,n.s.,-1.409
evm.TU.Chr7.443,rna-CPHLJ_7g1130,Chr7,2851,       1-3825,23,0,23,3825,3825,5,5,6,0.621,0.01159,0.000316,n.d.,1.2095,0.000354,1.3547,0.1709,0.3645,0,0.3645,-0.3145,n.s.,1.1708,n.s.,0.8646,n.s.,-1.465
evm.TU.Chr7.444,rna-CPHLJ_7g1120,Chr7,2850,       1-2022,23,0,23,2022,2022,8,8,7,0.787,0.0038,0.001447,n.d.,2.9249,0.001072,2.1675,0.2017,0.3342,0,0.3342,1.1335,n.s.,1.3355,#   ,1.4824,#   ,0.238
evm.TU.Chr7.445,rna-CPHLJ_7g1110,Chr7,2849,        1-948,23,0,23,948,948,2,2,4,0.451,0.01458,0.000634,n.d.,0.6008,0.000572,0.5419,n.a.,0.3544,0,0.3544,0.2425,n.s.,0.8437,n.s.,0.7808,n.s.,-1.023
evm.TU.Chr7.446,rna-CPHLJ_7g1100,Chr7,2848,       1-1929,23,0,23,1929,1929,5,5,4,0.506,0.01325,0.000574,n.d.,1.1067,0.000702,1.3547,0.3025,0.3102,0,0.3102,-0.537,n.s.,1.1708,n.s.,0.7912,n.s.,0.382
evm.TU.Chr7.447,rna-CPHLJ_7g1090,Chr7,2847,       1-1158,23,0,23,1158,1158,1,1,2,0.498,0.00285,0.00043,n.d.,0.498,0.000234,0.2709,n.a.,0.3356,0,0.3356,1.4329,n.s.,0.6287,n.s.,0.9688,n.s.,1.47
evm.TU.Chr7.448,rna-CPHLJ_7g1080,Chr7,2846,       1-1050,23,0,23,1050,1050,1,1,2,0.166,0.00952,0.000158,n.d.,0.166,0.000258,0.2709,n.a.,0.3866,0,0.3866,-0.6622,n.s.,0.6287,n.s.,0.3229,n.s.,-0.213
